NAME,state,county,tract,block group
"Block Group 2, Census Tract 8104.04, Hampden County, Massachusetts",25,013,810404,2
"Block Group 2, Census Tract 8104.12, Hampden County, Massachusetts",25,013,810412,2
"Block Group 3, Census Tract 8104.12, Hampden County, Massachusetts",25,013,810412,3
"Block Group 1, Census Tract 8133.01, Hampden County, Massachusetts",25,013,813301,1
"Block Group 2, Census Tract 8133.01, Hampden County, Massachusetts",25,013,813301,2
"Block Group 2, Census Tract 8121.01, Hampden County, Massachusetts",25,013,812101,2
"Block Group 3, Census Tract 8133.01, Hampden County, Massachusetts",25,013,813301,3
"Block Group 3, Census Tract 8121.01, Hampden County, Massachusetts",25,013,812101,3
"Block Group 1, Census Tract 8121.01, Hampden County, Massachusetts",25,013,812101,1
"Block Group 2, Census Tract 8119, Hampden County, Massachusetts",25,013,811900,2
"Block Group 2, Census Tract 8116, Hampden County, Massachusetts",25,013,811600,2
"Block Group 3, Census Tract 8116, Hampden County, Massachusetts",25,013,811600,3
"Block Group 2, Census Tract 8115, Hampden County, Massachusetts",25,013,811500,2
"Block Group 2, Census Tract 8112, Hampden County, Massachusetts",25,013,811200,2
"Block Group 2, Census Tract 8023, Hampden County, Massachusetts",25,013,802300,2
"Block Group 5, Census Tract 8023, Hampden County, Massachusetts",25,013,802300,5
"Block Group 1, Census Tract 8023, Hampden County, Massachusetts",25,013,802300,1
"Block Group 3, Census Tract 8112, Hampden County, Massachusetts",25,013,811200,3
"Block Group 1, Census Tract 8112, Hampden County, Massachusetts",25,013,811200,1
"Block Group 4, Census Tract 8112, Hampden County, Massachusetts",25,013,811200,4
"Block Group 1, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,1
"Block Group 3, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,3
"Block Group 5, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,5
"Block Group 2, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,2
"Block Group 6, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,6
"Block Group 4, Census Tract 8130, Hampden County, Massachusetts",25,013,813000,4
"Block Group 1, Census Tract 8134.04, Hampden County, Massachusetts",25,013,813404,1
"Block Group 1, Census Tract 8110, Hampden County, Massachusetts",25,013,811000,1
"Block Group 4, Census Tract 8110, Hampden County, Massachusetts",25,013,811000,4
"Block Group 2, Census Tract 8110, Hampden County, Massachusetts",25,013,811000,2
"Block Group 3, Census Tract 8110, Hampden County, Massachusetts",25,013,811000,3
"Block Group 5, Census Tract 8110, Hampden County, Massachusetts",25,013,811000,5
"Block Group 1, Census Tract 8016.02, Hampden County, Massachusetts",25,013,801602,1
"Block Group 2, Census Tract 8016.02, Hampden County, Massachusetts",25,013,801602,2
"Block Group 3, Census Tract 8016.02, Hampden County, Massachusetts",25,013,801602,3
"Block Group 2, Census Tract 8132.06, Hampden County, Massachusetts",25,013,813206,2
"Block Group 1, Census Tract 8132.06, Hampden County, Massachusetts",25,013,813206,1
"Block Group 3, Census Tract 8132.06, Hampden County, Massachusetts",25,013,813206,3
"Block Group 3, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,3
"Block Group 1, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,1
"Block Group 6, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,6
"Block Group 4, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,4
"Block Group 5, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,5
"Block Group 2, Census Tract 8025, Hampden County, Massachusetts",25,013,802500,2
"Block Group 3, Census Tract 8123, Hampden County, Massachusetts",25,013,812300,3
"Block Group 4, Census Tract 8123, Hampden County, Massachusetts",25,013,812300,4
"Block Group 1, Census Tract 8123, Hampden County, Massachusetts",25,013,812300,1
"Block Group 3, Census Tract 8136.01, Hampden County, Massachusetts",25,013,813601,3
"Block Group 5, Census Tract 8136.01, Hampden County, Massachusetts",25,013,813601,5
"Block Group 6, Census Tract 8136.01, Hampden County, Massachusetts",25,013,813601,6
"Block Group 1, Census Tract 8004, Hampden County, Massachusetts",25,013,800400,1
"Block Group 1, Census Tract 8013, Hampden County, Massachusetts",25,013,801300,1
"Block Group 2, Census Tract 8013, Hampden County, Massachusetts",25,013,801300,2
"Block Group 3, Census Tract 8013, Hampden County, Massachusetts",25,013,801300,3
"Block Group 1, Census Tract 8005, Hampden County, Massachusetts",25,013,800500,1
"Block Group 2, Census Tract 8005, Hampden County, Massachusetts",25,013,800500,2
"Block Group 3, Census Tract 8005, Hampden County, Massachusetts",25,013,800500,3
"Block Group 2, Census Tract 8009, Hampden County, Massachusetts",25,013,800900,2
"Block Group 3, Census Tract 8009, Hampden County, Massachusetts",25,013,800900,3
"Block Group 1, Census Tract 8009, Hampden County, Massachusetts",25,013,800900,1
"Block Group 3, Census Tract 8012, Hampden County, Massachusetts",25,013,801200,3
"Block Group 1, Census Tract 8012, Hampden County, Massachusetts",25,013,801200,1
"Block Group 2, Census Tract 8012, Hampden County, Massachusetts",25,013,801200,2
"Block Group 2, Census Tract 8022, Hampden County, Massachusetts",25,013,802200,2
"Block Group 2, Census Tract 8101, Hampden County, Massachusetts",25,013,810100,2
"Block Group 1, Census Tract 8022, Hampden County, Massachusetts",25,013,802200,1
"Block Group 3, Census Tract 8022, Hampden County, Massachusetts",25,013,802200,3
"Block Group 3, Census Tract 8101, Hampden County, Massachusetts",25,013,810100,3
"Block Group 1, Census Tract 8101, Hampden County, Massachusetts",25,013,810100,1
"Block Group 4, Census Tract 8101, Hampden County, Massachusetts",25,013,810100,4
"Block Group 2, Census Tract 8102, Hampden County, Massachusetts",25,013,810200,2
"Block Group 1, Census Tract 8102, Hampden County, Massachusetts",25,013,810200,1
"Block Group 3, Census Tract 8102, Hampden County, Massachusetts",25,013,810200,3
"Block Group 1, Census Tract 8106.01, Hampden County, Massachusetts",25,013,810601,1
"Block Group 2, Census Tract 8106.01, Hampden County, Massachusetts",25,013,810601,2
"Block Group 3, Census Tract 8106.01, Hampden County, Massachusetts",25,013,810601,3
"Block Group 1, Census Tract 8115, Hampden County, Massachusetts",25,013,811500,1
"Block Group 1, Census Tract 8118, Hampden County, Massachusetts",25,013,811800,1
"Block Group 4, Census Tract 8118, Hampden County, Massachusetts",25,013,811800,4
"Block Group 2, Census Tract 8118, Hampden County, Massachusetts",25,013,811800,2
"Block Group 3, Census Tract 8118, Hampden County, Massachusetts",25,013,811800,3
"Block Group 5, Census Tract 8118, Hampden County, Massachusetts",25,013,811800,5
"Block Group 3, Census Tract 8132.05, Hampden County, Massachusetts",25,013,813205,3
"Block Group 4, Census Tract 8121.01, Hampden County, Massachusetts",25,013,812101,4
"Block Group 1, Census Tract 8129.03, Hampden County, Massachusetts",25,013,812903,1
"Block Group 4, Census Tract 8132.05, Hampden County, Massachusetts",25,013,813205,4
"Block Group 3, Census Tract 8136.02, Hampden County, Massachusetts",25,013,813602,3
"Block Group 4, Census Tract 8126, Hampden County, Massachusetts",25,013,812600,4
"Block Group 1, Census Tract 8126, Hampden County, Massachusetts",25,013,812600,1
"Block Group 2, Census Tract 8126, Hampden County, Massachusetts",25,013,812600,2
"Block Group 3, Census Tract 8126, Hampden County, Massachusetts",25,013,812600,3
"Block Group 1, Census Tract 8016.01, Hampden County, Massachusetts",25,013,801601,1
"Block Group 4, Census Tract 8016.01, Hampden County, Massachusetts",25,013,801601,4
"Block Group 2, Census Tract 8016.01, Hampden County, Massachusetts",25,013,801601,2
"Block Group 3, Census Tract 8016.01, Hampden County, Massachusetts",25,013,801601,3
"Block Group 6, Census Tract 8017, Hampden County, Massachusetts",25,013,801700,6
"Block Group 1, Census Tract 8017, Hampden County, Massachusetts",25,013,801700,1
"Block Group 2, Census Tract 8017, Hampden County, Massachusetts",25,013,801700,2
"Block Group 5, Census Tract 8017, Hampden County, Massachusetts",25,013,801700,5
"Block Group 3, Census Tract 8017, Hampden County, Massachusetts",25,013,801700,3
"Block Group 2, Census Tract 5211.01, Plymouth County, Massachusetts",25,023,521101,2
"Block Group 3, Census Tract 5211.01, Plymouth County, Massachusetts",25,023,521101,3
"Block Group 1, Census Tract 5211.01, Plymouth County, Massachusetts",25,023,521101,1
"Block Group 4, Census Tract 5211.01, Plymouth County, Massachusetts",25,023,521101,4
"Block Group 1, Census Tract 5232.01, Plymouth County, Massachusetts",25,023,523201,1
"Block Group 2, Census Tract 5232.01, Plymouth County, Massachusetts",25,023,523201,2
"Block Group 3, Census Tract 5232.01, Plymouth County, Massachusetts",25,023,523201,3
"Block Group 3, Census Tract 5441, Plymouth County, Massachusetts",25,023,544100,3
"Block Group 4, Census Tract 5441, Plymouth County, Massachusetts",25,023,544100,4
"Block Group 1, Census Tract 5441, Plymouth County, Massachusetts",25,023,544100,1
"Block Group 2, Census Tract 5441, Plymouth County, Massachusetts",25,023,544100,2
"Block Group 3, Census Tract 5452, Plymouth County, Massachusetts",25,023,545200,3
"Block Group 4, Census Tract 5452, Plymouth County, Massachusetts",25,023,545200,4
"Block Group 1, Census Tract 5452, Plymouth County, Massachusetts",25,023,545200,1
"Block Group 2, Census Tract 5452, Plymouth County, Massachusetts",25,023,545200,2
"Block Group 5, Census Tract 5454, Plymouth County, Massachusetts",25,023,545400,5
"Block Group 3, Census Tract 5202.02, Plymouth County, Massachusetts",25,023,520202,3
"Block Group 3, Census Tract 5021.02, Plymouth County, Massachusetts",25,023,502102,3
"Block Group 1, Census Tract 5401.02, Plymouth County, Massachusetts",25,023,540102,1
"Block Group 1, Census Tract 5421.02, Plymouth County, Massachusetts",25,023,542102,1
"Block Group 2, Census Tract 5031.02, Plymouth County, Massachusetts",25,023,503102,2
"Block Group 1, Census Tract 5031.02, Plymouth County, Massachusetts",25,023,503102,1
"Block Group 4, Census Tract 5442, Plymouth County, Massachusetts",25,023,544200,4
"Block Group 2, Census Tract 5309.01, Plymouth County, Massachusetts",25,023,530901,2
"Block Group 1, Census Tract 5421.01, Plymouth County, Massachusetts",25,023,542101,1
"Block Group 3, Census Tract 5421.01, Plymouth County, Massachusetts",25,023,542101,3
"Block Group 2, Census Tract 5421.01, Plymouth County, Massachusetts",25,023,542101,2
"Block Group 4, Census Tract 5421.01, Plymouth County, Massachusetts",25,023,542101,4
"Block Group 2, Census Tract 5251.04, Plymouth County, Massachusetts",25,023,525104,2
"Block Group 4, Census Tract 5251.04, Plymouth County, Massachusetts",25,023,525104,4
"Block Group 3, Census Tract 5251.04, Plymouth County, Massachusetts",25,023,525104,3
"Block Group 2, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,2
"Block Group 3, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,3
"Block Group 1, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,1
"Block Group 6, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,6
"Block Group 4, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,4
"Block Group 5, Census Tract 5601, Plymouth County, Massachusetts",25,023,560100,5
"Block Group 1, Census Tract 5051.02, Plymouth County, Massachusetts",25,023,505102,1
"Block Group 2, Census Tract 5051.02, Plymouth County, Massachusetts",25,023,505102,2
"Block Group 3, Census Tract 5051.02, Plymouth County, Massachusetts",25,023,505102,3
"Block Group 4, Census Tract 5051.02, Plymouth County, Massachusetts",25,023,505102,4
"Block Group 3, Census Tract 5071.04, Plymouth County, Massachusetts",25,023,507104,3
"Block Group 1, Census Tract 5071.04, Plymouth County, Massachusetts",25,023,507104,1
"Block Group 2, Census Tract 5071.04, Plymouth County, Massachusetts",25,023,507104,2
"Block Group 3, Census Tract 5221.01, Plymouth County, Massachusetts",25,023,522101,3
"Block Group 1, Census Tract 5221.01, Plymouth County, Massachusetts",25,023,522101,1
"Block Group 2, Census Tract 5221.01, Plymouth County, Massachusetts",25,023,522101,2
"Block Group 2, Census Tract 5451, Plymouth County, Massachusetts",25,023,545100,2
"Block Group 3, Census Tract 5451, Plymouth County, Massachusetts",25,023,545100,3
"Block Group 4, Census Tract 5451, Plymouth County, Massachusetts",25,023,545100,4
"Block Group 1, Census Tract 5451, Plymouth County, Massachusetts",25,023,545100,1
"Block Group 3, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,3
"Block Group 1, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,1
"Block Group 2, Census Tract 5001.01, Plymouth County, Massachusetts",25,023,500101,2
"Block Group 1, Census Tract 5001.01, Plymouth County, Massachusetts",25,023,500101,1
"Block Group 3, Census Tract 5001.01, Plymouth County, Massachusetts",25,023,500101,3
"Block Group 1, Census Tract 5612, Plymouth County, Massachusetts",25,023,561200,1
"Block Group 0, Census Tract 9900.03, Plymouth County, Massachusetts",25,023,990003,0
"Block Group 2, Census Tract 5401.01, Plymouth County, Massachusetts",25,023,540101,2
"Block Group 1, Census Tract 5401.01, Plymouth County, Massachusetts",25,023,540101,1
"Block Group 3, Census Tract 5401.01, Plymouth County, Massachusetts",25,023,540101,3
"Block Group 2, Census Tract 5308.01, Plymouth County, Massachusetts",25,023,530801,2
"Block Group 1, Census Tract 5308.01, Plymouth County, Massachusetts",25,023,530801,1
"Block Group 2, Census Tract 5401.03, Plymouth County, Massachusetts",25,023,540103,2
"Block Group 1, Census Tract 5401.03, Plymouth County, Massachusetts",25,023,540103,1
"Block Group 3, Census Tract 5309.01, Plymouth County, Massachusetts",25,023,530901,3
"Block Group 1, Census Tract 5309.01, Plymouth County, Massachusetts",25,023,530901,1
"Block Group 4, Census Tract 5309.01, Plymouth County, Massachusetts",25,023,530901,4
"Block Group 2, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,2
"Block Group 4, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,4
"Block Group 6, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,6
"Block Group 5, Census Tract 5108, Plymouth County, Massachusetts",25,023,510800,5
"Block Group 4, Census Tract 5052, Plymouth County, Massachusetts",25,023,505200,4
"Block Group 1, Census Tract 5052, Plymouth County, Massachusetts",25,023,505200,1
"Block Group 3, Census Tract 5052, Plymouth County, Massachusetts",25,023,505200,3
"Block Group 2, Census Tract 5052, Plymouth County, Massachusetts",25,023,505200,2
"Block Group 1, Census Tract 5211.02, Plymouth County, Massachusetts",25,023,521102,1
"Block Group 2, Census Tract 5211.02, Plymouth County, Massachusetts",25,023,521102,2
"Block Group 2, Census Tract 5212.01, Plymouth County, Massachusetts",25,023,521201,2
"Block Group 1, Census Tract 5212.01, Plymouth County, Massachusetts",25,023,521201,1
"Block Group 3, Census Tract 5212.01, Plymouth County, Massachusetts",25,023,521201,3
"Block Group 3, Census Tract 5221.02, Plymouth County, Massachusetts",25,023,522102,3
"Block Group 2, Census Tract 5221.02, Plymouth County, Massachusetts",25,023,522102,2
"Block Group 4, Census Tract 5221.02, Plymouth County, Massachusetts",25,023,522102,4
"Block Group 1, Census Tract 5221.02, Plymouth County, Massachusetts",25,023,522102,1
"Block Group 5, Census Tract 5221.02, Plymouth County, Massachusetts",25,023,522102,5
"Block Group 2, Census Tract 5231, Plymouth County, Massachusetts",25,023,523100,2
"Block Group 1, Census Tract 5231, Plymouth County, Massachusetts",25,023,523100,1
"Block Group 3, Census Tract 5241.02, Plymouth County, Massachusetts",25,023,524102,3
"Block Group 3, Census Tract 5011.01, Plymouth County, Massachusetts",25,023,501101,3
"Block Group 1, Census Tract 5011.01, Plymouth County, Massachusetts",25,023,501101,1
"Block Group 2, Census Tract 5011.01, Plymouth County, Massachusetts",25,023,501101,2
"Block Group 4, Census Tract 5022, Plymouth County, Massachusetts",25,023,502200,4
"Block Group 1, Census Tract 5022, Plymouth County, Massachusetts",25,023,502200,1
"Block Group 2, Census Tract 5022, Plymouth County, Massachusetts",25,023,502200,2
"Block Group 3, Census Tract 5022, Plymouth County, Massachusetts",25,023,502200,3
"Block Group 4, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,4
"Block Group 5, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,5
"Block Group 2, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,2
"Block Group 1, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,1
"Block Group 6, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,6
"Block Group 3, Census Tract 5111, Plymouth County, Massachusetts",25,023,511100,3
"Block Group 3, Census Tract 5113.01, Plymouth County, Massachusetts",25,023,511301,3
"Block Group 1, Census Tract 5113.01, Plymouth County, Massachusetts",25,023,511301,1
"Block Group 2, Census Tract 5113.01, Plymouth County, Massachusetts",25,023,511301,2
"Block Group 4, Census Tract 5113.01, Plymouth County, Massachusetts",25,023,511301,4
"Block Group 5, Census Tract 5113.01, Plymouth County, Massachusetts",25,023,511301,5
"Block Group 4, Census Tract 5201, Plymouth County, Massachusetts",25,023,520100,4
"Block Group 1, Census Tract 5201, Plymouth County, Massachusetts",25,023,520100,1
"Block Group 2, Census Tract 5201, Plymouth County, Massachusetts",25,023,520100,2
"Block Group 5, Census Tract 5117.01, Plymouth County, Massachusetts",25,023,511701,5
"Block Group 1, Census Tract 5117.01, Plymouth County, Massachusetts",25,023,511701,1
"Block Group 3, Census Tract 5117.01, Plymouth County, Massachusetts",25,023,511701,3
"Block Group 2, Census Tract 5117.01, Plymouth County, Massachusetts",25,023,511701,2
"Block Group 3, Census Tract 5041.01, Plymouth County, Massachusetts",25,023,504101,3
"Block Group 2, Census Tract 5041.01, Plymouth County, Massachusetts",25,023,504101,2
"Block Group 1, Census Tract 5041.01, Plymouth County, Massachusetts",25,023,504101,1
"Block Group 2, Census Tract 5041.02, Plymouth County, Massachusetts",25,023,504102,2
"Block Group 1, Census Tract 5041.02, Plymouth County, Massachusetts",25,023,504102,1
"Block Group 3, Census Tract 5041.02, Plymouth County, Massachusetts",25,023,504102,3
"Block Group 4, Census Tract 5041.02, Plymouth County, Massachusetts",25,023,504102,4
"Block Group 2, Census Tract 5103, Plymouth County, Massachusetts",25,023,510300,2
"Block Group 1, Census Tract 5103, Plymouth County, Massachusetts",25,023,510300,1
"Block Group 3, Census Tract 5103, Plymouth County, Massachusetts",25,023,510300,3
"Block Group 2, Census Tract 5105.02, Plymouth County, Massachusetts",25,023,510502,2
"Block Group 1, Census Tract 5105.02, Plymouth County, Massachusetts",25,023,510502,1
"Block Group 1, Census Tract 5241.02, Plymouth County, Massachusetts",25,023,524102,1
"Block Group 2, Census Tract 5241.02, Plymouth County, Massachusetts",25,023,524102,2
"Block Group 2, Census Tract 5251.01, Plymouth County, Massachusetts",25,023,525101,2
"Block Group 4, Census Tract 5251.01, Plymouth County, Massachusetts",25,023,525101,4
"Block Group 1, Census Tract 5251.01, Plymouth County, Massachusetts",25,023,525101,1
"Block Group 3, Census Tract 5251.01, Plymouth County, Massachusetts",25,023,525101,3
"Block Group 1, Census Tract 5253, Plymouth County, Massachusetts",25,023,525300,1
"Block Group 4, Census Tract 5304, Plymouth County, Massachusetts",25,023,530400,4
"Block Group 1, Census Tract 5304, Plymouth County, Massachusetts",25,023,530400,1
"Block Group 2, Census Tract 5301, Plymouth County, Massachusetts",25,023,530100,2
"Block Group 1, Census Tract 5301, Plymouth County, Massachusetts",25,023,530100,1
"Block Group 3, Census Tract 5302, Plymouth County, Massachusetts",25,023,530200,3
"Block Group 2, Census Tract 5302, Plymouth County, Massachusetts",25,023,530200,2
"Block Group 1, Census Tract 5302, Plymouth County, Massachusetts",25,023,530200,1
"Block Group 1, Census Tract 5307, Plymouth County, Massachusetts",25,023,530700,1
"Block Group 2, Census Tract 5307, Plymouth County, Massachusetts",25,023,530700,2
"Block Group 2, Census Tract 5453, Plymouth County, Massachusetts",25,023,545300,2
"Block Group 4, Census Tract 5453, Plymouth County, Massachusetts",25,023,545300,4
"Block Group 3, Census Tract 5453, Plymouth County, Massachusetts",25,023,545300,3
"Block Group 1, Census Tract 5453, Plymouth County, Massachusetts",25,023,545300,1
"Block Group 1, Census Tract 5611, Plymouth County, Massachusetts",25,023,561100,1
"Block Group 2, Census Tract 5611, Plymouth County, Massachusetts",25,023,561100,2
"Block Group 3, Census Tract 5611, Plymouth County, Massachusetts",25,023,561100,3
"Block Group 5, Census Tract 5611, Plymouth County, Massachusetts",25,023,561100,5
"Block Group 4, Census Tract 5611, Plymouth County, Massachusetts",25,023,561100,4
"Block Group 3, Census Tract 5201, Plymouth County, Massachusetts",25,023,520100,3
"Block Group 4, Census Tract 5011.02, Plymouth County, Massachusetts",25,023,501102,4
"Block Group 2, Census Tract 5011.02, Plymouth County, Massachusetts",25,023,501102,2
"Block Group 3, Census Tract 5011.02, Plymouth County, Massachusetts",25,023,501102,3
"Block Group 1, Census Tract 5011.02, Plymouth County, Massachusetts",25,023,501102,1
"Block Group 1, Census Tract 5051.01, Plymouth County, Massachusetts",25,023,505101,1
"Block Group 2, Census Tract 5051.01, Plymouth County, Massachusetts",25,023,505101,2
"Block Group 3, Census Tract 5051.01, Plymouth County, Massachusetts",25,023,505101,3
"Block Group 4, Census Tract 5051.01, Plymouth County, Massachusetts",25,023,505101,4
"Block Group 5, Census Tract 5051.01, Plymouth County, Massachusetts",25,023,505101,5
"Block Group 5, Census Tract 5105.02, Plymouth County, Massachusetts",25,023,510502,5
"Block Group 3, Census Tract 5105.02, Plymouth County, Massachusetts",25,023,510502,3
"Block Group 4, Census Tract 5105.02, Plymouth County, Massachusetts",25,023,510502,4
"Block Group 1, Census Tract 5105.03, Plymouth County, Massachusetts",25,023,510503,1
"Block Group 2, Census Tract 5105.03, Plymouth County, Massachusetts",25,023,510503,2
"Block Group 3, Census Tract 5105.03, Plymouth County, Massachusetts",25,023,510503,3
"Block Group 4, Census Tract 5305, Plymouth County, Massachusetts",25,023,530500,4
"Block Group 1, Census Tract 5305, Plymouth County, Massachusetts",25,023,530500,1
"Block Group 2, Census Tract 5305, Plymouth County, Massachusetts",25,023,530500,2
"Block Group 5, Census Tract 5305, Plymouth County, Massachusetts",25,023,530500,5
"Block Group 3, Census Tract 5305, Plymouth County, Massachusetts",25,023,530500,3
"Block Group 2, Census Tract 5304, Plymouth County, Massachusetts",25,023,530400,2
"Block Group 3, Census Tract 5106, Plymouth County, Massachusetts",25,023,510600,3
"Block Group 2, Census Tract 5106, Plymouth County, Massachusetts",25,023,510600,2
"Block Group 1, Census Tract 5106, Plymouth County, Massachusetts",25,023,510600,1
"Block Group 4, Census Tract 5212.02, Plymouth County, Massachusetts",25,023,521202,4
"Block Group 1, Census Tract 5062.02, Plymouth County, Massachusetts",25,023,506202,1
"Block Group 2, Census Tract 5062.02, Plymouth County, Massachusetts",25,023,506202,2
"Block Group 2, Census Tract 5081.02, Plymouth County, Massachusetts",25,023,508102,2
"Block Group 1, Census Tract 5081.02, Plymouth County, Massachusetts",25,023,508102,1
"Block Group 3, Census Tract 5081.02, Plymouth County, Massachusetts",25,023,508102,3
"Block Group 1, Census Tract 5113.02, Plymouth County, Massachusetts",25,023,511302,1
"Block Group 5, Census Tract 5306, Plymouth County, Massachusetts",25,023,530600,5
"Block Group 1, Census Tract 5012.01, Plymouth County, Massachusetts",25,023,501201,1
"Block Group 2, Census Tract 5012.01, Plymouth County, Massachusetts",25,023,501201,2
"Block Group 2, Census Tract 5012.02, Plymouth County, Massachusetts",25,023,501202,2
"Block Group 1, Census Tract 5012.02, Plymouth County, Massachusetts",25,023,501202,1
"Block Group 3, Census Tract 5012.02, Plymouth County, Massachusetts",25,023,501202,3
"Block Group 2, Census Tract 5021.01, Plymouth County, Massachusetts",25,023,502101,2
"Block Group 1, Census Tract 5021.01, Plymouth County, Massachusetts",25,023,502101,1
"Block Group 3, Census Tract 5021.01, Plymouth County, Massachusetts",25,023,502101,3
"Block Group 4, Census Tract 5021.01, Plymouth County, Massachusetts",25,023,502101,4
"Block Group 1, Census Tract 5031.01, Plymouth County, Massachusetts",25,023,503101,1
"Block Group 3, Census Tract 5031.01, Plymouth County, Massachusetts",25,023,503101,3
"Block Group 2, Census Tract 5031.01, Plymouth County, Massachusetts",25,023,503101,2
"Block Group 4, Census Tract 5061.02, Plymouth County, Massachusetts",25,023,506102,4
"Block Group 3, Census Tract 5061.02, Plymouth County, Massachusetts",25,023,506102,3
"Block Group 5, Census Tract 5061.02, Plymouth County, Massachusetts",25,023,506102,5
"Block Group 2, Census Tract 5061.02, Plymouth County, Massachusetts",25,023,506102,2
"Block Group 1, Census Tract 5061.02, Plymouth County, Massachusetts",25,023,506102,1
"Block Group 4, Census Tract 5104, Plymouth County, Massachusetts",25,023,510400,4
"Block Group 1, Census Tract 5104, Plymouth County, Massachusetts",25,023,510400,1
"Block Group 2, Census Tract 5104, Plymouth County, Massachusetts",25,023,510400,2
"Block Group 3, Census Tract 5104, Plymouth County, Massachusetts",25,023,510400,3
"Block Group 1, Census Tract 5114, Plymouth County, Massachusetts",25,023,511400,1
"Block Group 2, Census Tract 5114, Plymouth County, Massachusetts",25,023,511400,2
"Block Group 3, Census Tract 5114, Plymouth County, Massachusetts",25,023,511400,3
"Block Group 4, Census Tract 5114, Plymouth County, Massachusetts",25,023,511400,4
"Block Group 2, Census Tract 5202.02, Plymouth County, Massachusetts",25,023,520202,2
"Block Group 1, Census Tract 5202.02, Plymouth County, Massachusetts",25,023,520202,1
"Block Group 2, Census Tract 5113.02, Plymouth County, Massachusetts",25,023,511302,2
"Block Group 3, Census Tract 5113.02, Plymouth County, Massachusetts",25,023,511302,3
"Block Group 4, Census Tract 5113.02, Plymouth County, Massachusetts",25,023,511302,4
"Block Group 3, Census Tract 5062.04, Plymouth County, Massachusetts",25,023,506204,3
"Block Group 1, Census Tract 5251.04, Plymouth County, Massachusetts",25,023,525104,1
"Block Group 1, Census Tract 5252.03, Plymouth County, Massachusetts",25,023,525203,1
"Block Group 2, Census Tract 5252.03, Plymouth County, Massachusetts",25,023,525203,2
"Block Group 3, Census Tract 5252.03, Plymouth County, Massachusetts",25,023,525203,3
"Block Group 1, Census Tract 5252.04, Plymouth County, Massachusetts",25,023,525204,1
"Block Group 2, Census Tract 5252.04, Plymouth County, Massachusetts",25,023,525204,2
"Block Group 1, Census Tract 5091.01, Plymouth County, Massachusetts",25,023,509101,1
"Block Group 2, Census Tract 5091.01, Plymouth County, Massachusetts",25,023,509101,2
"Block Group 4, Census Tract 5091.01, Plymouth County, Massachusetts",25,023,509101,4
"Block Group 3, Census Tract 5091.01, Plymouth County, Massachusetts",25,023,509101,3
"Block Group 2, Census Tract 5091.02, Plymouth County, Massachusetts",25,023,509102,2
"Block Group 5, Census Tract 5091.02, Plymouth County, Massachusetts",25,023,509102,5
"Block Group 1, Census Tract 5091.02, Plymouth County, Massachusetts",25,023,509102,1
"Block Group 4, Census Tract 5091.02, Plymouth County, Massachusetts",25,023,509102,4
"Block Group 3, Census Tract 5091.02, Plymouth County, Massachusetts",25,023,509102,3
"Block Group 1, Census Tract 5001.03, Plymouth County, Massachusetts",25,023,500103,1
"Block Group 1, Census Tract 5001.04, Plymouth County, Massachusetts",25,023,500104,1
"Block Group 2, Census Tract 5001.04, Plymouth County, Massachusetts",25,023,500104,2
"Block Group 4, Census Tract 5001.04, Plymouth County, Massachusetts",25,023,500104,4
"Block Group 3, Census Tract 5001.04, Plymouth County, Massachusetts",25,023,500104,3
"Block Group 2, Census Tract 5061.01, Plymouth County, Massachusetts",25,023,506101,2
"Block Group 1, Census Tract 5062.04, Plymouth County, Massachusetts",25,023,506204,1
"Block Group 1, Census Tract 5061.01, Plymouth County, Massachusetts",25,023,506101,1
"Block Group 3, Census Tract 5061.01, Plymouth County, Massachusetts",25,023,506101,3
"Block Group 4, Census Tract 5061.01, Plymouth County, Massachusetts",25,023,506101,4
"Block Group 2, Census Tract 5071.01, Plymouth County, Massachusetts",25,023,507101,2
"Block Group 2, Census Tract 5062.04, Plymouth County, Massachusetts",25,023,506204,2
